名稱,代號,2024配息率,2023配息率,2022配息率,2021配息率,平均配息率,23Q1營收,23Q1EPS,23Q2營收,23Q2EPS,23Q3營收,23Q3EPS,23Q4營收,23Q4EPS,2023EPS,股價,24Q1營收,24Q1EPS,24Q2營收,24Q2EPS,24Q3營收,24Q3EPS,10月營收,11月營收,12月營收
永邑-KY,"=""2939""",0.0,0.0,0.0,241.0,60.25,0.92,-0.47,1.11,-0.46,0.94,0.22,1.07,-1.05,-1.76,31.6,0.59,0.54,0.66,-2.08,0.64,-1.01,0.35,0.42,0.36
米斯特,"=""2941""",76.5,97.1,0.0,,43.4,1.85,1.18,1.83,1.16,1.9,1.14,1.85,0.67,4.16,60.9,2,0.9,2,0.92,2.01,0.75,0.62,0.72,0.88
三商家購,"=""2945""",80.0,89.0,80.8,89.8,84.9,33,0.15,34.5,0.26,37.6,0.58,35.3,0.5,1.5,39.75,33.7,0.43,34.8,0.4,37.5,0.64,12.93,11.79,12.25
振宇五金,"=""2947""",59.8,69.3,57.9,59.0,61.5,4.64,0.64,4.78,0.42,5.07,0.61,5.18,0.65,2.32,92.0,5.12,0.98,5.27,0.77,5.6,0.88,1.86,1.91,1.98
寶陞,"=""2948""",61.0,48.2,41.2,40.0,47.6,5.15,1.03,5.76,1.8,5.79,0.79,5.17,0.62,4.26,46.4,4.97,0.68,5.26,0.63,5.44,0.37,1.86,1.7,1.79
欣新網,"=""2949""",31.8,12.9,,,11.175,9.21,1.52,10.6,1.43,10.4,1.16,13.2,2.2,6.29,83.8,9.95,0.94,11.1,0.92,10.6,0.13,3.82,7.37,4.22
歐格,"=""3002""",290.0,250.0,0.0,17.9,139.475,1.52,-0.15,1.76,0.11,1.46,0.06,1.25,0.08,0.11,13.7,1.59,-0.01,1.6,0.08,1.47,0.02,0.37,0.38,0.51
健和興,"=""3003""",43.0,34.8,40.2,51.7,42.425,10.6,0.85,11.2,1.06,9.79,1.0,10.1,0.59,3.49,72.2,10.3,0.94,11.6,1.19,11.7,0.8,4.04,3.71,4.14
豐達科,"=""3004""",43.0,35.8,0.0,43.9,30.675,6.96,1.27,7.13,1.09,7.97,1.61,8.64,1.81,5.77,96.8,8.35,1.92,8.66,1.73,8.68,1.31,2.87,3.06,3.39
神基,"=""3005""",80.9,88.6,49.9,81.5,75.225,81.6,1.27,86.3,1.68,90.4,1.81,89.7,1.41,6.17,116.0,87.1,1.81,86.5,1.89,91.4,1.85,30.09,31.31,30.33
晶豪科,"=""3006""",-13.8,48.5,45.0,51.9,32.9,27.2,-1.32,29.8,-0.36,30.2,-0.57,31.6,-2.12,-4.36,60.2,33.4,-0.21,35.8,0.88,34.1,0.74,11.47,9.64,10.44
大立光,"=""3008""",50.2,50.5,50.4,50.0,50.275,91.4,24.64,81.9,27.69,136,44.6,179,37.2,134.13,2765.0,113,45.79,110,33.7,189,49.67,65.47,60.12,56.36
華立,"=""3010""",55.2,57.9,56.4,54.8,56.075,144,1.22,162,2.92,190,3.02,172,1.79,8.96,114.0,173,1.8,212,2.29,214,2.75,66.12,72.05,63.96
今皓,"=""3011""",0.0,0.0,0.0,0.0,0.0,2.69,-0.29,3.12,0.15,2.95,-0.19,2.75,-0.85,-1.17,17.65,2.64,-0.3,2.82,-0.37,3.33,-0.66,0.91,0.97,0.85
晟銘電,"=""3013""",29.9,25.6,0.0,75.0,32.625,15.3,0.13,13.5,0.39,17.7,0.42,18.1,0.36,1.29,142.0,14.6,0.39,26,0.97,26.6,0.8,7.74,8.45,10.63
聯陽,"=""3014""",81.1,79.4,80.3,103.0,85.95,13.2,2.12,17.1,2.72,17.9,2.93,14.5,2.09,9.86,140.0,15.1,2.45,16.2,2.51,18.6,3.08,5.93,5.68,4.79
全漢,"=""3015""",100.0,98.4,81.9,84.5,91.2,34.3,0.45,33.9,0.67,34.6,1.98,29,0.1,3.2,64.6,27.1,0.61,29,0.44,31.2,0.96,9.35,9.19,10.19
嘉晶,"=""3016""",87.7,84.0,87.8,277.0,134.125,11.0,0.11,10.8,0.15,10.3,0.15,10.3,0.15,0.57,42.6,10.3,0.14,10.5,0.52,10.5,0.16,3.42,3.41,2.91
奇鋐,"=""3017""",49.3,42.4,52.4,51.7,48.95,118,2.85,149,3.18,158,3.72,167,4.44,14.11,552.0,153,4.08,165,5.08,191,6.02,70.81,71.92,66.31
隆銘綠能,"=""3018""",0.0,0.0,0.0,0.0,0.0,2.11,0.13,1.23,-0.81,1.08,-0.44,1.58,-0.45,-1.72,27.9,0.98,-1.59,2.07,0.15,3.21,0.12,0.73,0.94,1.31
亞光,"=""3019""",64.7,57.8,69.3,70.9,65.67500000000001,38.4,0.07,44.5,1.07,47.2,0.65,48.3,1.0,2.78,161.5,42.9,0.4,56.1,1.59,68.3,2.46,20.64,21.09,21.45
鴻名,"=""3021""",22.4,36.5,21.3,68.0,37.05,7.46,0.31,6.91,0.53,7.74,0.1,7.86,0.4,1.34,23.85,7.63,0.33,8.86,0.37,10.1,0.48,2.88,2.9,2.34
威強電,"=""3022""",44.7,41.4,61.2,35.5,45.7,21.5,2.14,19.1,1.95,18.6,2.76,16.5,0.97,7.83,77.1,17,2.67,16.3,1.43,18.7,1.67,5.09,5.73,5.55
信邦,"=""3023""",70.0,69.2,69.6,69.3,69.52499999999999,84.7,3.75,87.2,3.82,82.1,3.66,73.6,2.51,13.71,261.0,80.4,3.8,83.1,3.9,84.3,3.95,28.06,28.8,26.53
憶聲,"=""3024""",25.6,66.7,40.0,58.8,47.775000000000006,4.2,0.09,4.07,0.08,3.52,0.16,3.48,0.06,0.39,17.2,3.48,0.08,4.22,0.1,3.8,0.02,3.11,3.72,6.62
星通,"=""3025""",107.0,105.0,85.1,90.1,96.8,1.52,0.61,1.29,0.45,1.19,0.48,2.49,1.36,3.0,67.7,1.14,0.63,1.19,0.61,2.51,1.55,0.43,0.55,0.67
禾伸堂,"=""3026""",97.5,64.2,72.8,96.3,82.7,35.2,2.36,33.4,1.34,34.6,1.09,29.2,0.44,5.13,86.5,29.4,1.31,32.4,1.38,34.1,1.8,10.8,10.96,10.21
盛達,"=""3027""",57.8,63.0,0.0,0.0,30.2,2.99,-0.18,5.98,0.28,4.68,0.91,4.64,-0.42,0.64,29.3,5.29,0.3,4.37,-0.18,5.38,-0.48,1.61,1.7,1.9
增你強,"=""3028""",96.9,88.3,83.9,86.0,88.775,73.1,0.52,78.8,0.52,91.1,0.86,82.8,0.14,2.03,29.5,85.7,0.34,96.3,0.43,95.7,0.43,28.67,29.63,28.4
零壹,"=""3029""",88.9,89.3,85.0,84.5,86.925,37.2,1.17,31.7,0.98,37.9,1.26,32.4,1.1,4.5,124.0,40.1,1.29,43.3,1.26,49.5,1.33,16.95,17.77,17.18
德律,"=""3030""",77.8,55.4,65.7,71.3,67.55,11.7,1.15,9.36,0.87,10.3,1.04,13,1.18,4.24,124.5,15.1,1.93,17.3,1.97,16.3,1.64,5.15,4.46,5.31
佰鴻,"=""3031""",76.2,73.3,69.0,108.0,81.625,3.21,0.23,2.78,0.14,2.54,0.26,2.79,0.42,1.05,22.8,2.68,0.19,3.53,0.33,2.83,0.45,0.68,0.93,1.1
偉訓,"=""3032""",64.7,61.5,76.0,73.6,68.94999999999999,18.6,0.86,22,1.75,20.7,1.62,20.1,1.19,5.41,79.9,20.3,1.4,17.8,1.92,16.3,0.62,5.77,7.2,6.51
威健,"=""3033""",102.0,76.1,66.2,70.2,78.625,165,0.4,175,0.32,187,0.59,182,0.53,1.85,34.05,184,0.39,225,0.84,240,0.76,73.43,75.22,98.18
聯詠,"=""3034""",83.5,80.5,80.6,80.3,81.225,240,7.81,303,11.29,289,10.46,272,8.76,38.32,518.0,244,8.04,252,8.86,279,8.64,85.23,82.13,85.27
智原,"=""3035""",67.2,50.6,71.0,92.6,70.35,32.6,2.02,29.2,1.66,29.6,1.42,28.2,1.29,6.39,225.5,25.8,1.13,26.5,1.0,28.8,1.01,9.3,9.21,11.02
文曄,"=""3036""",42.4,49.9,50.4,61.4,51.025,"1,201",0.82,"1,175",0.79,"1,673",1.45,"1,897",1.18,4.24,111.5,"1,927",1.57,"2,436",1.7,"2,613",2.54,985.97,674.5,958.3
欣興,"=""3037""",38.1,39.8,37.9,37.2,38.25,266,2.7,252,1.57,265,1.7,257,1.91,7.88,139.5,264,1.6,279,1.05,317,0.66,104.8,95.84,93.17
全台,"=""3038""",56.9,56.5,75.0,76.4,66.2,11.3,0.6,12.1,0.86,11.2,0.91,9.3,0.44,2.81,26.85,9.5,0.79,9.39,0.57,8.71,0.49,2.85,2.82,2.79
遠見,"=""3040""",98.0,125.0,102.0,89.9,103.725,0.37,0.12,0.37,0.25,0.42,0.39,0.42,0.26,1.02,48.4,0.32,0.16,0.32,0.21,0.35,0.12,0.12,0.15,0.12
揚智,"=""3041""",0.0,0.0,0.0,0.0,0.0,3.92,-0.64,3.28,-1.45,2.83,-1.32,4.42,-5.34,-8.75,33.7,3.94,-0.7,4.1,-0.27,4.28,-0.28,1.37,1.42,1.16
晶技,"=""3042""",81.4,77.3,74.6,82.4,78.925,23,0.93,24.3,1.35,30.9,1.94,30.4,1.32,5.53,97.4,27.5,1.73,29.2,1.67,36.7,1.5,11.64,11.26,10.37
科風,"=""3043""",0.0,0.0,0.0,0.0,0.0,3.52,0.24,4.05,1.5,3.93,0.0,1.77,-1.8,-0.12,32.7,1.73,0.37,1.96,-0.1,2.32,0.25,0.89,0.97,0.99
健鼎,"=""3044""",65.0,63.1,62.8,63.1,63.49999999999999,142,2.16,134,1.84,162,4.07,150,3.46,11.53,194.0,153,3.5,158,3.78,177,4.42,56.04,57.83,56.58
台灣大,"=""3045""",99.3,110.0,110.0,107.0,106.575,430,0.96,435,1.08,432,1.04,536,1.27,4.33,111.0,483,0.98,477,1.07,472,1.38,159.3,230.65,171.57
建碁,"=""3046""",63.7,53.8,0.0,0.0,29.375,11.6,0.74,15.5,0.84,16.8,0.94,12.8,0.67,3.14,46.5,15.8,0.98,19.3,1.01,22.6,1.25,4.06,3.01,4.67
訊舟,"=""3047""",0.0,75.2,0.0,51.8,31.75,11.4,0.02,10.5,0.09,10.7,0.02,9.92,-0.28,-0.15,28.5,9.59,-0.29,21.0,0.4,21.6,0.35,6.35,4.68,4.87
益登,"=""3048""",5000.0,64.3,73.4,60.7,1299.6,242.0,-0.01,228.0,-0.16,282.0,0.08,320.0,0.1,0.02,28.5,247.0,0.28,246.0,-0.05,306.0,-2.38,120.74,107.97,103.93
精金,"=""3049""",0.0,0.0,49.7,36.1,21.450000000000003,4.08,-0.21,4.61,-0.13,2.82,-0.35,1.8,-0.43,-1.12,8.46,2.96,-0.29,3.15,-0.24,4.24,-0.37,1.47,1.56,1.28
鈺德,"=""3050""",100.0,70.4,66.7,75.0,78.025,2.68,0.2,2.75,0.14,3.28,0.25,2.65,-0.09,0.5,16.0,3.06,0.42,2.99,0.06,3.39,0.18,0.99,1.14,0.97
力特,"=""3051""",97.1,45.8,0.0,0.0,35.724999999999994,4.75,-0.08,5.17,0.2,5.37,0.46,4.75,0.44,1.03,32.75,3.79,0.59,4.34,0.34,4.96,0.49,1.75,1.94,2.09
夆典,"=""3052""",38.5,38.1,48.5,50.3,43.85,7.12,0.26,9.44,0.29,7.9,0.22,10.4,0.27,1.04,11.15,6.98,0.28,7.47,0.22,5.78,0.24,1.6,1.84,2.92
立萬利,"=""3054""",0.0,0.0,0.0,0.0,0.0,0.07,0.2,0.1,-0.11,0.07,-0.18,0.14,0.15,0.06,22.8,0.35,-0.11,0.23,0.04,0.24,-0.29,0.04,0.03,0.1
蔚華科,"=""3055""",-206.0,46.7,-5.4,-41.6,-51.575,3.65,0.91,3.58,-0.43,3.12,-1.03,3.08,0.06,-0.49,67.5,2.23,-0.9,1.66,-0.09,2.21,-0.43,0.21,0.11,0.31
富華新,"=""3056""",45.6,41.8,49.8,89.8,56.75,1.19,0.06,6.93,0.78,6.8,0.44,0.3,-0.14,0.9,31.65,0.36,-0.14,0.75,-0.06,1.26,-0.14,44.47,47.87,32.83
喬鼎,"=""3057""",0.0,0.0,0.0,0.0,0.0,1.52,-0.19,1.33,-0.35,1.49,-0.1,1.51,-0.91,-1.55,11.7,1.4,-0.07,1.39,-0.35,1.4,-0.4,0.35,0.48,0.71
立德,"=""3058""",0.0,0.0,0.0,-19.7,-4.925,9.07,0.06,10.1,0.07,9.06,-0.02,9.45,0.17,0.28,14.45,7.62,-0.64,8.35,-0.44,7.8,-0.28,2.53,2.45,2.56
華晶科,"=""3059""",55.1,59.9,80.9,82.8,69.675,22.5,0.24,22.1,0.33,23,0.39,23.4,0.31,1.27,36.35,16,0.28,17,0.28,18.8,0.28,6.47,6.59,7.05
銘異,"=""3060""",-15.9,103.0,73.5,0.0,40.15,5.35,-0.84,5.96,-0.39,7.5,0.09,7.74,-0.43,-1.57,23.1,7.79,0.11,8.77,0.24,9.21,-0.32,2.65,2.98,3.69
建漢,"=""3062""",0.0,0.0,71.4,214.0,71.35,8.62,-0.37,7.0,-0.3,12.4,-0.07,9.99,-0.22,-0.97,30.35,6.59,0.0,7.65,0.06,10.4,0.02,2.3,4.14,4.68
泰偉,"=""3064""",0.0,0.0,0.0,0.0,0.0,0.2,0.01,0.2,-0.14,0.29,0.09,0.2,-0.13,-0.27,64.7,0.34,1.01,0.22,-0.78,0.38,0.2,0.1,0.06,0.07
李洲,"=""3066""",0.0,0.0,0.0,0.0,0.0,0.56,-0.53,0.53,-0.53,0.55,-0.02,0.51,-0.19,-1.26,22.1,0.54,-0.23,0.54,1.29,0.63,0.31,0.19,0.17,0.17
全域,"=""3067""",0.0,0.0,0.0,0.0,0.0,0.3,0.06,0.41,0.28,0.5,0.58,0.51,0.25,1.17,28.0,0.32,-0.09,0.03,-0.28,0.02,-0.22,0.01,0.02,0.03
協禧,"=""3071""",85.1,80.0,86.0,87.8,84.725,6.13,0.15,5.99,0.68,6.21,0.22,5.62,0.16,1.21,24.3,5.48,0.06,6.37,0.29,6.7,0.14,2.04,2.15,2.02
天方能源,"=""3073""",0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.13,-0.23,0.11,-0.4,0.1,-0.4,-0.99,51.1,0.09,-0.26,0.11,-0.35,0.11,1.58,0.03,0.19,0.03
僑威,"=""3078""",70.7,75.1,75.6,69.2,72.65,22.6,1.18,30,2.16,31.6,2.53,24.8,0.92,6.79,77.6,20,1.49,21.4,1.54,22,1.06,6.64,6.46,9.67
聯亞,"=""3081""",-21.6,97.0,94.3,76.9,61.65,3.27,-0.33,2.53,-0.45,1.79,-1.2,2.97,-0.34,-2.31,501.0,3.24,-0.44,2.73,-0.33,3.23,0.09,1.15,0.85,0.89
網龍,"=""3083""",0.0,0.0,0.0,0.0,0.0,0.91,-0.07,0.87,0.18,0.86,0.01,0.79,-0.15,0.01,42.5,1.11,0.5,1.39,0.36,1.0,0.08,0.28,0.24,0.26
新零售,"=""3085""",0.0,0.0,0.0,0.0,0.0,0.2,-0.32,0.28,-0.37,0.12,-0.44,0.13,-0.62,-1.75,23.2,0.19,-0.31,0.11,-0.41,0.11,-0.57,0.03,0.03,0.05
華義,"=""3086""",35.5,36.4,41.7,0.0,28.4,0.31,-0.07,0.33,0.44,0.3,0.57,0.48,0.5,1.41,183.0,0.44,0.8,0.33,0.15,0.37,-0.22,0.1,0.1,0.17
艾訊,"=""3088""",59.7,37.3,66.6,68.9,58.125,15.8,1.35,18.5,2.19,16.5,2.24,16.2,1.54,7.19,126.5,14.1,1.45,16.2,1.63,19.1,2.2,6.27,6.5,6.76
日電貿,"=""3090""",100.0,68.6,87.1,92.3,87.0,25.6,0.72,25.6,0.89,28.8,1.28,26.6,0.49,3.39,66.9,28.5,1.24,28.4,1.06,32.9,1.24,11.47,11.12,8.95
鴻碩,"=""3092""",0.0,70.4,0.0,87.1,39.375,5.05,-0.81,5.53,-0.04,5.77,0.12,5.24,-0.92,-1.58,26.85,4.5,-0.09,5.37,-0.37,5.29,-1.11,1.35,1.38,1.45
港建*,"=""3093""",89.1,90.9,85.0,86.4,87.85,4.88,0.4,5.59,0.68,3.51,0.48,4.04,0.45,2.02,26.35,2.08,0.16,2.41,0.05,3.91,0.31,0.9,1.58,2.57
聯傑,"=""3094""",100.0,119.0,116.0,195.0,132.5,0.67,0.18,0.69,0.25,0.47,0.12,0.59,0.07,0.61,27.7,0.37,0.02,0.42,0.04,0.44,0.01,0.12,0.13,0.19
及成,"=""3095""",0.0,0.0,0.0,0.0,0.0,0.9,-1.67,1.04,-1.28,1.29,0.98,1.24,0.8,-1.16,41.5,1.36,0.76,1.53,0.99,1.58,-0.92,0.48,0.47,0.59
穩懋,"=""3105""",0.0,58.8,62.0,64.7,46.375,28.6,-0.95,39.4,-0.23,41.7,0.08,48.7,0.92,-0.19,103.0,44.4,0.96,49.6,1.14,43.5,0.54,12.26,12.5,12.3
好德,"=""3114""",77.4,39.0,37.2,68.2,55.45,5.93,0.22,7.24,0.6,7.72,0.99,6.55,-0.25,1.55,25.15,6.32,0.61,7.07,0.35,6.74,0.13,2.3,2.53,2.69
進階,"=""3118""",87.6,94.4,90.5,89.4,90.475,1.44,0.51,1.64,0.46,1.63,0.35,1.89,0.62,1.94,32.1,1.78,0.59,1.66,0.35,1.82,0.46,0.65,0.67,0.72
笙泉,"=""3122""",0.0,52.7,63.7,0.0,29.1,0.74,-0.46,0.86,-0.51,0.95,-0.2,1.17,0.13,-1.04,29.1,0.79,-0.41,0.94,-0.34,0.96,-0.38,0.33,0.3,0.33
昇銳,"=""3128""",88.9,66.7,87.5,88.7,82.95,2.54,0.3,2.33,0.15,2.6,0.36,2.28,0.09,0.9,27.9,2.39,0.18,2.56,0.35,2.76,0.35,1.0,1.03,1.25
一零四,"=""3130""",100.0,100.0,100.0,100.0,100.0,5.31,2.85,6,3.86,6.29,4.54,5.7,2.36,13.61,219.5,5.63,2.72,6.52,4.49,6.65,4.54,2.14,2.0,2.05
弘塑,"=""3131""",74.2,71.1,72.4,79.0,74.17500000000001,8.13,4.1,8.62,5.33,8.3,5.54,10.4,6.58,21.56,1485.0,8.98,5.99,9.62,7.04,9.92,7.42,3.78,3.53,4.91
耀登,"=""3138""",58.8,50.8,50.3,61.0,55.225,4.22,1.1,3.82,0.91,4.64,1.55,5.12,0.86,4.42,101.0,3.67,0.33,4.19,0.86,4.71,1.04,1.39,1.59,1.52
晶宏,"=""3141""",44.9,38.1,40.8,35.8,39.9,5.84,0.22,4.43,0.75,4.41,1.18,3.85,-0.99,1.13,71.1,3.38,0.5,4.14,0.43,3.66,-0.08,1.27,1.3,1.32
大綜,"=""3147""",67.8,65.4,81.0,62.7,69.225,7.79,0.78,10.6,2.16,10.1,2.86,11.4,1.58,7.38,154.5,10.1,2.03,9.69,1.83,13.9,1.51,5.22,4.84,5.96
正達,"=""3149""",0.0,0.0,0.0,0.0,0.0,3.96,-0.1,4.83,-0.06,4.86,-0.17,4.94,-0.39,-0.82,31.0,4.13,-0.05,5.65,-0.28,6.39,-0.27,1.69,2.0,1.78
鈺寶-創,"=""3150""",-114.0,69.8,64.4,0.0,5.050000000000001,0.66,0.02,0.65,0.01,0.46,-0.25,0.43,-0.49,-0.7,31.85,0.68,-0.03,1.12,0.43,1.04,0.35,0.21,0.24,0.17
璟德,"=""3152""",90.0,90.0,53.8,89.9,80.92500000000001,3.18,0.63,3.6,0.93,3.96,1.32,4.14,1.22,4.09,160.0,4.03,1.76,4.04,1.44,4.29,1.43,1.52,1.59,1.43
精確,"=""3162""",0.0,0.0,0.0,0.0,0.0,8.52,-0.06,8.29,0.22,8.04,0.6,11.1,0.25,1.01,39.5,6.92,-0.64,9.5,-0.26,13,0.24,5.14,5.99,6.9
波若威,"=""3163""",63.9,70.0,91.7,79.6,76.30000000000001,5.88,0.8,6.53,1.98,7.33,2.3,8.05,0.59,5.63,164.0,5.49,1.68,4.59,1.98,4.56,0.27,1.58,1.53,1.66
景岳,"=""3164""",132.0,106.0,84.0,101.0,105.75,0.8,0.1,0.88,0.03,0.76,0.28,0.74,-0.02,0.38,19.45,1.16,0.4,0.94,0.17,0.84,0.07,0.24,0.31,0.36
大量,"=""3167""",312.0,51.2,72.6,57.4,123.29999999999998,2.57,-0.29,2.56,0.08,3.08,0.11,4.72,0.26,0.16,95.5,3.99,-0.19,4.9,0.31,7.21,0.52,3.22,3.2,3.47
眾福科,"=""3168""",88.4,82.2,65.5,58.1,73.55000000000001,10.7,1.13,10.6,1.1,10.1,1.19,7.81,0.6,4.02,46.9,8.61,0.69,8.7,0.88,8.92,0.76,2.55,2.28,3.12
亞信,"=""3169""",95.4,82.6,78.9,82.0,84.725,2.05,0.75,2.22,0.95,2.16,0.91,2.45,1.06,3.67,100.0,2,0.79,2.38,1.01,1.95,0.66,0.7,0.75,0.74
炎洲流通,"=""3171""",96.2,54.6,95.7,87.3,83.45,3.48,0.43,3.44,0.42,3.57,0.78,3.57,0.48,2.08,34.5,3.39,0.37,3.75,0.43,3.55,0.64,1.23,1.24,1.29
基亞,"=""3176""",0.0,0.0,0.0,0.0,0.0,1.64,-0.68,2.06,-0.7,4.17,-0.34,3.71,-2.31,-4.03,32.55,2.51,-0.54,3.54,0.08,4.37,-0.19,1.16,1.09,1.06
公準,"=""3178""",49.8,49.9,50.0,51.3,50.25,3.76,1.03,4.34,1.48,4.07,1.45,4.06,0.56,4.52,62.5,3.01,0.32,3.74,0.53,3.09,-0.15,1.1,1.08,1.11
鑫龍騰,"=""3188""",78.0,49.2,28.1,61.2,54.125,1.56,0.09,0.52,0.0,1.26,0.08,17.1,1.87,2.05,26.8,6.39,0.84,2.96,0.43,4.07,0.74,0.44,0.75,0.44
景碩,"=""3189""",909.0,41.9,52.6,82.6,271.525,68.3,0.02,64.6,0.04,60.5,-0.76,74.9,0.84,0.11,97.8,69.9,0.05,73.0,0.2,82.0,0.41,25.77,25.21,29.46
雲嘉南,"=""3191""",0.0,0.0,0.0,0.0,0.0,0.52,-0.15,0.58,-0.01,0.48,-0.37,0.5,-0.1,-0.55,17.95,0.4,-0.17,0.42,-0.15,0.51,-0.14,0.17,0.16,0.16
樺晟,"=""3202""",0.0,0.0,0.0,0.0,0.0,11.3,-0.1,12.0,-0.02,13.7,-0.25,13.4,-0.22,-0.58,5.99,13.6,0.05,15.1,-0.24,15.9,-0.9,5.27,5.4,5.24
佰研,"=""3205""",0.0,0.0,0.0,0.0,0.0,1.15,-0.43,1.15,-0.35,1.06,-0.34,1.06,-0.57,-1.69,32.5,1.17,-0.29,1.18,-0.5,1.14,-0.45,0.35,0.32,0.5
志豐,"=""3206""",51.9,61.1,75.3,69.0,64.325,8.18,0.96,9.75,2.03,9.61,1.46,7.99,0.36,4.82,42.5,8.01,1.21,10.4,1.66,10.2,0.66,2.84,2.69,2.62
耀勝,"=""3207""",51.4,30.7,0.0,0.0,20.525,3.59,0.9,3.43,0.98,2.3,0.43,1.9,-0.47,1.75,84.3,3.18,0.05,4.58,0.5,3.77,0.03,1.04,1.37,1.31
全科,"=""3209""",80.4,71.4,59.3,55.8,66.72500000000001,154,0.56,134,0.48,143,1.01,129,0.58,2.61,32.9,108,0.51,115,0.82,135,1.05,45.04,35.81,19.74
順達,"=""3211""",106.0,113.0,67.0,92.6,94.65,39,0.76,45.7,1.66,43.1,1.04,44.5,1.78,5.23,187.5,34.3,1.37,39.5,8.92,35.9,6.36,7.71,10.63,11.12
茂訊,"=""3213""",68.8,92.5,34.0,81.7,69.25,6.35,0.78,6.87,2.17,9.19,2.06,7.49,2.83,7.85,81.8,7.58,2.66,7.27,2.9,7.23,1.18,1.84,3.01,1.6
優群,"=""3217""",78.9,78.7,78.8,77.8,78.55000000000001,5.9,1.07,7.18,1.75,8.94,3.19,8.02,2.11,8.11,144.5,6.82,2.22,7.92,2.47,10.4,3.49,3.31,3.45,2.82
大學光,"=""3218""",56.7,56.4,63.9,66.1,60.775,10.3,3.14,9.99,3.07,10.6,3.14,9.93,2.99,12.34,202.0,10.7,3.59,10.4,3.28,10.8,2.88,3.49,3.32,3.57
倚強科,"=""3219""",88.9,47.5,39.5,0.0,43.975,1.57,-0.56,3.68,0.47,4.29,0.8,2.04,-0.31,0.41,42.45,1.39,-0.53,4.24,0.83,3.66,0.29,0.67,0.7,0.71
台嘉碩,"=""3221""",-539.0,78.6,39.7,-29.5,-112.55,5.16,0.01,5.28,0.02,5.59,0.09,5.32,-0.25,-0.13,23.2,5.3,0.43,5.56,0.28,5.66,0.02,1.75,1.81,1.72
三顧,"=""3224""",0.0,0.0,0.0,0.0,0.0,3.75,-0.37,4.02,0.02,3.78,0.0,2.91,-1.58,-1.94,49.85,3.3,-0.37,3.33,-0.15,4.14,-0.18,1.1,1.21,1.04
至寶電,"=""3226""",12.4,50.5,69.8,69.7,50.6,4.13,-1.48,5.93,2.73,5.88,2.06,5.65,0.73,4.04,47.8,5.67,1.8,6.37,1.87,4.62,0.64,1.65,1.42,1.56
原相,"=""3227""",81.1,81.0,79.5,80.0,80.4,10.9,0.03,13.9,1.52,15.9,2.08,17.7,1.93,5.57,239.5,17.5,2.02,20.4,3.36,22.6,3.3,7.49,7.67,7.87
金麗科,"=""3228""",0.0,16.2,0.0,0.0,4.05,0.77,-0.33,0.77,-0.31,0.75,-0.35,0.73,-0.66,-1.65,189.5,1.1,0.12,1.6,0.59,0.9,-0.52,0.2,0.21,0.24
晟鈦,"=""3229""",0.0,0.0,0.0,0.0,0.0,2.54,0.01,2.26,-0.23,2.24,0.0,2.24,-0.17,-0.39,17.8,2.03,0.04,2.48,0.26,2.25,-0.19,0.86,0.82,0.74
錦明,"=""3230""",0.0,0.0,0.0,0.0,0.0,1.46,-0.92,2.33,-0.65,2.11,-0.88,1.83,-0.05,-2.5,55.5,1.05,-0.26,1.18,4.88,1.16,-0.46,0.33,0.32,0.42
緯創,"=""3231""",63.7,64.8,58.5,71.0,64.5,"2,120",0.06,"2,075",1.16,"2,170",1.67,"2,305",1.19,4.08,111.5,"2,393",1.24,"2,402",1.55,"2,725",1.47,962.85,952.43,1056.54
昱捷,"=""3232""",200.0,128.0,59.5,85.7,118.3,3.38,-0.03,3.55,0.37,4.13,0.08,4.03,-0.16,0.25,25.45,4.52,0.16,4.02,0.24,3.85,-0.08,1.26,1.11,0.75
光環,"=""3234""",0.0,0.0,0.0,0.0,0.0,1.35,-0.87,1.54,-0.69,1.62,-1.13,1.78,-2.11,-4.68,46.35,1.48,-0.83,1.46,-0.47,1.32,-0.5,0.45,0.51,0.52
千如,"=""3236""",61.1,10.7,58.8,82.3,53.225,6.31,0.35,4.78,0.12,4.8,0.12,4.03,-0.19,0.36,19.4,4.43,-0.15,4.57,0.13,5.23,-0.06,1.59,1.52,1.3
海灣,"=""3252""",0.0,0.0,70.4,0.0,17.6,1.36,0.03,1.36,0.05,1.35,0.05,1.33,-0.11,0.01,20.45,1.36,0.13,1.23,-0.11,1.26,-0.23,0.41,0.43,0.46
虹冠電,"=""3257""",96.2,70.9,99.4,89.8,89.075,1.81,0.38,2.89,1.02,3.25,1.12,2.79,0.6,3.12,56.2,2.11,0.78,2.36,0.8,2.18,0.52,0.5,0.5,0.51
鑫創,"=""3259""",0.0,0.0,0.0,0.0,0.0,0.89,-0.29,0.76,-1.1,0.56,-1.36,0.54,-1.49,-4.34,20.7,0.42,-1.11,0.61,-0.75,0.63,-0.59,0.26,0.18,0.29
威剛,"=""3260""",29.0,85.2,49.0,52.2,53.85,72.1,0.09,68.5,1.02,86,1.57,110,2.6,5.21,76.8,109,3.62,100,2.58,94,2.01,34.1,34.94,28.87
欣銓,"=""3264""",57.0,46.8,51.3,52.9,52.0,33.5,1.3,34,1.43,37.6,1.8,35.4,1.26,5.79,62.7,32.7,1.15,33.1,1.16,33.7,1.19,10.71,10.26,10.6
